,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name,surface
55,H2H 7-2,Benoit Paire,2.0,3.0,8346575.0,3508776.0,,3.8,Benoit Paire,52.0,1.0,0.0,61.0,18.0,50.0,29.0,24.0,21.0,10.0,9.0,,,,,2.0,114.0,,,3.8,1.27,SF,6-3 6-4,Stan Wawrinka,6.0,1.0,8346575.0,3508775.0,,1.27,Stan Wawrinka,62.0,4.0,2.0,53.0,19.0,60.0,37.0,26.0,23.0,17.0,10.0,,,,,1.0,114.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
56,H2H 2-0,Aljaz Bedene,16.0,0.0,8346621.0,3508818.0,,2.62,Aljaz Bedene,117.0,11.0,3.0,134.0,48.0,106.0,73.0,52.0,33.0,17.0,16.0,,,,,2.0,240.0,,,2.62,1.5,SF,7-6(5) 6-7(5) 6-3,Borna Coric,17.0,1.0,8346621.0,3508817.0,,1.5,Borna Coric,123.0,13.0,4.0,106.0,37.0,133.0,92.0,66.0,41.0,20.0,17.0,,,,,1.0,240.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
57,H2H 9-3,Guillermo Garcia-Lopez,5.0,2.0,8346321.0,3508360.0,,4.95,Guillermo Garcia-Lopez,54.0,1.0,1.0,51.0,12.0,72.0,44.0,26.0,28.0,16.0,10.0,,,,,2.0,125.0,,,4.95,1.16,QF,6-4 6-4,Stan Wawrinka,14.0,0.0,8346321.0,3508359.0,,1.16,Stan Wawrinka,71.0,9.0,3.0,74.0,32.0,51.0,38.0,31.0,13.0,8.0,10.0,,,,,1.0,125.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
58,H2H 1-0,Thomas Fabbiano,0.0,2.0,8346395.0,3508572.0,,5.05,Thomas Fabbiano,77.0,10.0,4.0,88.0,41.0,70.0,57.0,33.0,13.0,3.0,11.0,,,,,2.0,160.0,,,5.05,1.17,QF,6-4 7-5,Benoit Paire,14.0,5.0,8346395.0,3508571.0,,1.17,Benoit Paire,83.0,10.0,6.0,72.0,36.0,83.0,39.0,28.0,44.0,19.0,11.0,,,,,1.0,160.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
59,H2H 1-3,Roberto Bautista Agut,10.0,5.0,8346319.0,3508812.0,,,Roberto Bautista Agut,100.0,8.0,3.0,97.0,33.0,108.0,77.0,52.0,31.0,15.0,16.0,,,,,2.0,210.0,,,,,QF,3-6 6-4 7-6(1),Borna Coric,9.0,2.0,8346319.0,3508811.0,,,Borna Coric,110.0,6.0,3.0,113.0,46.0,95.0,60.0,43.0,35.0,21.0,15.0,,,,,1.0,210.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
60,H2H 1-0,Ramkumar Ramanathan,6.0,2.0,8346396.0,3508574.0,,4.0,Ramkumar Ramanathan,89.0,3.0,0.0,101.0,27.0,94.0,60.0,43.0,34.0,19.0,15.0,,,,,2.0,197.0,,,4.0,1.25,QF,6-7(5) 6-4 6-3,Aljaz Bedene,9.0,2.0,8346396.0,3508573.0,,1.25,Aljaz Bedene,108.0,3.0,2.0,96.0,34.0,99.0,63.0,50.0,36.0,24.0,16.0,,,,,1.0,197.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
61,H2H 1-0,Andrey Rublev,2.0,2.0,8345800.0,3508176.0,,6.5,Andrey Rublev,38.0,0.0,0.0,44.0,8.0,51.0,39.0,23.0,12.0,7.0,8.0,,,,,2.0,97.0,,,6.5,1.11,R16,6-3 6-2,Stan Wawrinka,6.0,1.0,8345800.0,3508175.0,,1.11,Stan Wawrinka,59.0,9.0,3.0,53.0,23.0,43.0,28.0,23.0,15.0,13.0,9.0,,,,,1.0,97.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
62,H2H 1-0,Ante Pavic,7.0,3.0,8346190.0,3508177.0,,2.75,Ante Pavic,63.0,9.0,0.0,81.0,28.0,50.0,36.0,27.0,14.0,8.0,9.0,,,,,1.0,134.0,,,2.75,1.4,R16,7-6(5) 6-1,Guillermo Garcia-Lopez,4.0,4.0,8346190.0,3508178.0,,1.4,Guillermo Garcia-Lopez,71.0,7.0,2.0,53.0,18.0,77.0,44.0,34.0,33.0,19.0,10.0,,,,,2.0,134.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
63,H2H 2-2,Lukas Rosol,4.0,3.0,8345801.0,3508184.0,,2.35,Lukas Rosol,66.0,8.0,3.0,68.0,24.0,78.0,48.0,29.0,30.0,13.0,12.0,,,,,2.0,149.0,,,2.35,1.57,R16,7-5 7-5,Benoit Paire,8.0,3.0,8345801.0,3508183.0,,1.57,Benoit Paire,83.0,13.0,5.0,81.0,39.0,65.0,34.0,29.0,31.0,15.0,12.0,,,,,1.0,149.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
64,H2H 1-1,Gilles Muller,14.0,5.0,8346264.0,3508212.0,,1.25,Gilles Muller,57.0,3.0,2.0,61.0,21.0,51.0,38.0,30.0,13.0,6.0,11.0,,,,,2.0,117.0,,,1.25,3.8,R16,6-4 7-5,Thomas Fabbiano,0.0,2.0,8346264.0,3508211.0,,3.8,Thomas Fabbiano,60.0,6.0,4.0,56.0,20.0,59.0,43.0,31.0,16.0,9.0,11.0,,,,,1.0,117.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
65,H2H 1-0,Austin Krajicek,4.0,1.0,8346191.0,3508180.0,,3.0,Austin Krajicek,50.0,1.0,0.0,53.0,10.0,68.0,44.0,27.0,24.0,13.0,10.0,,,,,2.0,122.0,,,3.0,1.36,R16,6-2 7-5,Borna Coric,3.0,1.0,8346191.0,3508179.0,,1.36,Borna Coric,72.0,10.0,3.0,69.0,29.0,52.0,30.0,24.0,22.0,19.0,10.0,,,,,1.0,122.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
66,H2H 1-1,John Millman,2.0,0.0,8345802.0,3508353.0,,,John Millman,46.0,2.0,1.0,58.0,19.0,55.0,37.0,23.0,18.0,4.0,8.0,,,,,1.0,113.0,,,,,R16,6-4 6-1,Roberto Bautista Agut,1.0,1.0,8345802.0,3508354.0,,,Roberto Bautista Agut,67.0,7.0,4.0,55.0,28.0,57.0,34.0,26.0,23.0,13.0,9.0,,,,,2.0,113.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
67,H2H 2-0,Luca Vanni,11.0,2.0,8346265.0,3508206.0,,2.45,Luca Vanni,85.0,7.0,1.0,93.0,26.0,83.0,43.0,36.0,40.0,23.0,15.0,,,,,2.0,178.0,,,2.45,1.54,R16,5-7 6-3 6-4,Aljaz Bedene,13.0,2.0,8346265.0,3508205.0,,1.54,Aljaz Bedene,93.0,4.0,2.0,85.0,26.0,91.0,53.0,44.0,38.0,23.0,16.0,,,,,1.0,178.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
68,H2H 1-0,Alexander Kudryavtsev,5.0,3.0,8345803.0,3508186.0,,1.01,Alexander Kudryavtsev,90.0,2.0,2.0,85.0,29.0,90.0,57.0,45.0,33.0,16.0,14.0,,,,,2.0,178.0,,,1.01,13.25,R16,3-6 6-4 6-4,Ramkumar Ramanathan,9.0,2.0,8345803.0,3508185.0,,13.25,Ramkumar Ramanathan,88.0,7.0,2.0,93.0,32.0,83.0,57.0,43.0,26.0,13.0,15.0,,,,,1.0,178.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
69,H2H 2-0,Somdev Devvarman,7.0,4.0,8345785.0,3507766.0,,2.0,Somdev Devvarman,76.0,3.0,2.0,79.0,26.0,80.0,51.0,35.0,29.0,15.0,13.0,,,,,2.0,163.0,,,2.0,1.77,R32,6-3 3-6 6-3,Andrey Rublev,0.0,2.0,8345785.0,3507765.0,,1.77,Andrey Rublev,87.0,7.0,3.0,84.0,34.0,77.0,48.0,33.0,29.0,20.0,14.0,,,,,1.0,163.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
70,H2H 1-0,Nicolas Almagro,17.0,1.0,8345786.0,3507763.0,,1.38,Nicolas Almagro,97.0,4.0,1.0,96.0,26.0,98.0,44.0,34.0,54.0,37.0,17.0,,,,,1.0,195.0,,,1.38,2.9,R32,3-6 7-5 7-6(1),Ante Pavic,12.0,2.0,8345786.0,3507764.0,,2.9,Ante Pavic,98.0,4.0,1.0,99.0,28.0,94.0,54.0,44.0,40.0,26.0,16.0,,,,,2.0,195.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
71,H2H 2-0,Taro Daniel,2.0,2.0,8345787.0,3507523.0,,2.45,Taro Daniel,89.0,9.0,2.0,90.0,28.0,104.0,77.0,51.0,27.0,10.0,15.0,,,,,1.0,196.0,,,2.45,1.54,R32,4-6 7-5 6-2,Guillermo Garcia-Lopez,7.0,1.0,8345787.0,3507524.0,,1.54,Guillermo Garcia-Lopez,107.0,10.0,4.0,106.0,45.0,89.0,57.0,44.0,32.0,18.0,15.0,,,,,2.0,196.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
72,H2H 1-0,Santiago Giraldo,3.0,0.0,8345789.0,3507521.0,,2.6,Santiago Giraldo,63.0,6.0,0.0,69.0,22.0,70.0,45.0,30.0,25.0,11.0,9.0,,,,,1.0,139.0,,,2.6,1.48,R32,6-3 6-4,Lukas Rosol,10.0,5.0,8345789.0,3507522.0,,1.48,Lukas Rosol,76.0,10.0,2.0,70.0,29.0,64.0,37.0,32.0,27.0,15.0,10.0,,,,,2.0,139.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
73,H2H 1-1,Jozef Kovalik,4.0,1.0,8345790.0,3507762.0,,2.35,Jozef Kovalik,97.0,15.0,5.0,105.0,48.0,85.0,63.0,38.0,22.0,11.0,13.0,,,,,2.0,191.0,,,2.35,1.57,R32,1-6 6-3 6-4,Thomas Fabbiano,0.0,3.0,8345790.0,3507761.0,,1.57,Thomas Fabbiano,94.0,14.0,5.0,86.0,37.0,102.0,78.0,45.0,24.0,12.0,13.0,,,,,1.0,191.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
74,H2H 1-0,Karen Khachanov,9.0,0.0,8345791.0,3507515.0,,3.55,Karen Khachanov,97.0,0.0,0.0,98.0,23.0,107.0,67.0,50.0,40.0,24.0,16.0,,,,,1.0,205.0,,,3.55,1.28,R32,6-7(3) 7-6(4) 6-2,Gilles Muller,19.0,5.0,8345791.0,3507516.0,,1.28,Gilles Muller,108.0,9.0,2.0,107.0,33.0,93.0,57.0,47.0,36.0,28.0,16.0,,,,,2.0,205.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
75,H2H 2-0,Marcel Granollers,5.0,1.0,8345792.0,3507518.0,,2.5,Marcel Granollers,100.0,7.0,3.0,92.0,32.0,111.0,73.0,46.0,38.0,22.0,15.0,,,,,2.0,204.0,,,2.5,1.5,R32,7-6(5) 2-6 6-4,Borna Coric,3.0,0.0,8345792.0,3507517.0,,1.5,Borna Coric,104.0,8.0,2.0,112.0,44.0,92.0,61.0,41.0,31.0,19.0,15.0,,,,,1.0,204.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
76,H2H 2-1,Rajeev Ram,11.0,1.0,8345793.0,3507559.0,,1.67,Rajeev Ram,96.0,3.0,0.0,93.0,27.0,100.0,68.0,55.0,32.0,14.0,16.0,,,,,1.0,194.0,,,1.67,2.15,R32,6-7(0) 6-4 6-4,Austin Krajicek,9.0,2.0,8345793.0,3507560.0,,2.15,Austin Krajicek,98.0,4.0,2.0,101.0,32.0,91.0,62.0,45.0,29.0,21.0,16.0,,,,,2.0,194.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
77,H2H 1-1,Evgeny Donskoy,5.0,1.0,8345794.0,3507562.0,,2.45,Evgeny Donskoy,108.0,9.0,5.0,102.0,38.0,123.0,61.0,37.0,62.0,33.0,17.0,,,,,2.0,226.0,,,2.45,1.51,R32,6-7(5) 6-4 7-6(6),John Millman,6.0,5.0,8345794.0,3507561.0,,1.51,John Millman,118.0,12.0,6.0,124.0,54.0,97.0,60.0,40.0,37.0,24.0,17.0,,,,,1.0,226.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
78,H2H 2-1,Vasek Pospisil,8.0,2.0,8345796.0,3507531.0,,1.43,Vasek Pospisil,72.0,1.0,1.0,75.0,23.0,72.0,43.0,31.0,29.0,18.0,12.0,,,,,1.0,149.0,,,1.43,2.75,R32,7-5 7-6(6),Aljaz Bedene,2.0,3.0,8345796.0,3507532.0,,2.75,Aljaz Bedene,77.0,3.0,2.0,74.0,25.0,72.0,46.0,36.0,26.0,16.0,12.0,,,,,2.0,149.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
79,H2H 1-0,Jan-Lennard Struff,4.0,3.0,8345797.0,3507520.0,,1.91,Jan-Lennard Struff,71.0,4.0,2.0,66.0,23.0,74.0,49.0,35.0,25.0,13.0,11.0,,,,,2.0,143.0,,,1.91,1.83,R32,6-4 7-6(5),Luca Vanni,11.0,2.0,8345797.0,3507519.0,,1.83,Luca Vanni,72.0,5.0,3.0,77.0,29.0,64.0,37.0,30.0,27.0,13.0,11.0,,,,,1.0,143.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
80,H2H 1-0,Daniel Gimeno-Traver,1.0,3.0,8345798.0,3507564.0,,1.72,Daniel Gimeno-Traver,33.0,0.0,0.0,35.0,7.0,55.0,39.0,20.0,16.0,6.0,7.0,,,,,2.0,93.0,,,1.72,2.0,R32,6-2 6-0,Ramkumar Ramanathan,3.0,0.0,8345798.0,3507563.0,,2.0,Ramkumar Ramanathan,60.0,10.0,5.0,58.0,32.0,35.0,24.0,20.0,11.0,8.0,7.0,,,,,1.0,93.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
81,,A Krajicek / B Paire,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,1.7,F,6-3 7-5,O Marach / F Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
82,,R Klaasen / R Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,4-6 7-5 10-5,O Marach / F Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
83,,S Devvarman / J Nedunchezhiyan,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.5,SF,7-5 7-6(4),A Krajicek / B Paire,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
84,,L Rosol / I Zelenay,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,1.5,QF,7-5 7-6(5),R Klaasen / R Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
85,,M Fyrstenberg / S Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.5,QF,3-6 7-6(3) 10-7,O Marach / F Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
86,,N Balaji / R Ramanathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 1-6 10-6,S Devvarman / J Nedunchezhiyan,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
87,,M Granollers / L Paes,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,3.4,QF,WO,A Krajicek / B Paire,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
88,,M Bhupathi / G Muller,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,1.46,R16,6-3 6-7(2) 10-7,R Klaasen / R Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
89,,P Oswald / A Shamasdin,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,2.0,R16,6-3 7-5,L Rosol / I Zelenay,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
90,,A Bedene / T Huey,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.6,R16,4-6 6-4 10-5,O Marach / F Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
91,,A Bury / B Coric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-3,M Fyrstenberg / S Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
92,,N Monroe / H Podlipnik-Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,4-6 6-3 10-5,S Devvarman / J Nedunchezhiyan,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
93,,M Daniell / A Sitak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,2-6 7-6(5) 10-5,N Balaji / R Ramanathan,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
94,,S Betov / M Elgin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-7(2) 6-4 15-13,A Krajicek / B Paire,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
95,,T Daniel / J Millman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-3,M Granollers / L Paes,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
96,H2H 1-0,N.Sriram Balaji,8.0,6.0,8345824.0,3507528.0,,2.9,N.Sriram Balaji,82.0,2.0,1.0,82.0,22.0,91.0,56.0,38.0,35.0,22.0,12.0,,,,,2.0,179.0,,,2.9,1.37,FQ,7-6(2) 7-6(0),Ante Pavic,9.0,5.0,8345824.0,3507527.0,,1.37,Ante Pavic,97.0,6.0,1.0,97.0,37.0,77.0,48.0,43.0,29.0,17.0,12.0,,,,,1.0,179.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
97,H2H 2-0,James Ward,6.0,3.0,8345825.0,3507509.0,,2.3,James Ward,95.0,10.0,4.0,94.0,38.0,87.0,52.0,36.0,35.0,21.0,15.0,,,,,1.0,184.0,,,2.3,1.55,FQ,2-6 7-5 6-4,Somdev Devvarman,5.0,1.0,8345825.0,3507510.0,,1.55,Somdev Devvarman,89.0,8.0,4.0,90.0,33.0,93.0,52.0,37.0,41.0,19.0,15.0,,,,,2.0,184.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
98,H2H 2-2,Saketh Myneni,7.0,2.0,8345826.0,3507508.0,,1.571,Saketh Myneni,60.0,6.0,0.0,64.0,21.0,67.0,28.0,20.0,39.0,19.0,9.0,,,,,2.0,133.0,,,1.57,2.25,FQ,6-4 6-2,Thomas Fabbiano,2.0,2.0,8345826.0,3507507.0,,2.25,Thomas Fabbiano,73.0,9.0,3.0,69.0,30.0,62.0,42.0,29.0,20.0,14.0,9.0,,,,,1.0,133.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
99,H2H 1-1,Alexander Kudryavtsev,7.0,2.0,8345827.0,3507505.0,,1.4,Alexander Kudryavtsev,93.0,10.0,2.0,111.0,39.0,77.0,42.0,33.0,35.0,21.0,13.0,,,,,1.0,190.0,,,1.4,2.75,FQ,3-6 7-6(5) 6-1,Jozef Kovalik,2.0,1.0,8345827.0,3507506.0,,2.75,Jozef Kovalik,97.0,4.0,2.0,79.0,25.0,110.0,73.0,50.0,37.0,22.0,15.0,,,,,2.0,190.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
100,H2H 3-0,Elias Ymer,1.0,4.0,8345640.0,3507349.0,,1.57,Elias Ymer,54.0,4.0,1.0,62.0,19.0,63.0,40.0,24.0,23.0,11.0,10.0,,,,,1.0,129.0,,,1.57,2.35,SFQ,7-5 6-2,Ante Pavic,6.0,4.0,8345640.0,3507350.0,,2.35,Ante Pavic,75.0,7.0,4.0,67.0,32.0,58.0,36.0,29.0,22.0,14.0,10.0,,,,,2.0,129.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
101,H2H 1-0,Hans Podlipnik-Castillo,4.0,3.0,8345641.0,3507362.0,,1.6,Hans Podlipnik-Castillo,48.0,7.0,1.0,51.0,15.0,58.0,40.0,25.0,18.0,8.0,9.0,,,,,2.0,112.0,,,1.6,2.25,SFQ,6-2 6-4,N.Sriram Balaji,4.0,1.0,8345641.0,3507361.0,,2.25,N.Sriram Balaji,64.0,8.0,4.0,61.0,28.0,50.0,33.0,26.0,17.0,10.0,9.0,,,,,1.0,112.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
102,H2H 1-0,Jeevan Nedunchezhiyan,1.0,4.0,8345642.0,3507348.0,,4.75,Jeevan Nedunchezhiyan,53.0,4.0,1.0,61.0,17.0,56.0,39.0,25.0,17.0,11.0,9.0,,,,,2.0,121.0,,,4.75,1.17,SFQ,6-4 6-3,James Ward,5.0,1.0,8345642.0,3507347.0,,1.17,James Ward,68.0,9.0,3.0,60.0,24.0,60.0,44.0,37.0,16.0,7.0,10.0,,,,,1.0,121.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
103,H2H 1-1,N Vijay Sundar Prashanth,4.0,5.0,8345643.0,3507359.0,,3.3,N Vijay Sundar Prashanth,37.0,0.0,0.0,37.0,5.0,58.0,34.0,22.0,24.0,10.0,9.0,,,,,1.0,100.0,,,3.3,1.32,SFQ,6-2 6-3,Somdev Devvarman,6.0,2.0,8345643.0,3507360.0,,1.32,Somdev Devvarman,63.0,9.0,4.0,63.0,31.0,35.0,26.0,24.0,9.0,8.0,8.0,,,,,2.0,100.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
104,H2H 1-0,Mikhail Elgin,4.0,2.0,8345644.0,3507358.0,,3.0,Mikhail Elgin,39.0,2.0,2.0,34.0,12.0,54.0,30.0,16.0,24.0,11.0,7.0,,,,,2.0,90.0,,,3.0,1.37,SFQ,6-4 3-1 Ret.,Thomas Fabbiano,1.0,1.0,8345644.0,3507357.0,,1.37,Thomas Fabbiano,51.0,14.0,4.0,56.0,29.0,33.0,22.0,14.0,11.0,8.0,7.0,,,,,1.0,90.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
105,H2H 3-1,Sanam Singh,2.0,4.0,8345645.0,3507355.0,,2.8,Sanam Singh,45.0,9.0,1.0,63.0,21.0,40.0,24.0,15.0,16.0,9.0,9.0,,,,,1.0,107.0,,,2.8,1.42,SFQ,6-2 6-4,Saketh Myneni,8.0,3.0,8345645.0,3507356.0,,1.42,Saketh Myneni,62.0,5.0,4.0,44.0,20.0,60.0,33.0,25.0,27.0,17.0,9.0,,,,,2.0,107.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
106,H2H 2-2,Frederik Nielsen,1.0,4.0,8345646.0,3507354.0,,3.0,Frederik Nielsen,79.0,10.0,4.0,75.0,33.0,92.0,53.0,26.0,39.0,20.0,13.0,,,,,2.0,171.0,,,3.0,1.37,SFQ,6-4 3-6 6-0,Alexander Kudryavtsev,3.0,1.0,8345646.0,3507353.0,,1.37,Alexander Kudryavtsev,92.0,15.0,7.0,96.0,50.0,74.0,40.0,26.0,34.0,16.0,12.0,,,,,1.0,171.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
107,H2H 1-0,Prajnesh Gunneswaran,2.0,5.0,8345647.0,3507351.0,,2.95,Prajnesh Gunneswaran,40.0,3.0,2.0,49.0,18.0,54.0,40.0,19.0,14.0,3.0,7.0,,,,,1.0,108.0,,,2.95,1.38,SFQ,6-3 6-0,Jozef Kovalik,3.0,5.0,8345647.0,3507352.0,,1.38,Jozef Kovalik,68.0,10.0,6.0,59.0,37.0,44.0,36.0,26.0,8.0,5.0,8.0,,,,,2.0,108.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2016,Chennai,hard
108,H2H 26-23,Rafael Nadal,3.0,1.0,8346620.0,3508816.0,,4.5,Rafael Nadal,30.0,1.0,0.0,44.0,10.0,42.0,28.0,14.0,14.0,6.0,7.0,,,,,2.0,87.0,,,4.5,1.2,F,6-1 6-2,Novak Djokovic,4.0,1.0,8346620.0,3508815.0,,1.2,Novak Djokovic,57.0,7.0,4.0,43.0,23.0,43.0,33.0,26.0,10.0,8.0,8.0,,,,,1.0,87.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Doha/2016,Doha,hard
109,H2H 24-2,Tomas Berdych,4.0,4.0,8346401.0,3508590.0,,9.75,Tomas Berdych,62.0,4.0,1.0,69.0,21.0,64.0,40.0,28.0,24.0,13.0,10.0,,,,,2.0,137.0,,,9.75,1.06,SF,6-3 7-6(3),Novak Djokovic,4.0,1.0,8346401.0,3508589.0,,1.06,Novak Djokovic,75.0,5.0,2.0,68.0,27.0,68.0,45.0,35.0,23.0,13.0,11.0,,,,,1.0,137.0,,,2016-01-04,https://matchstat.com/tennis/tournaments/m/Doha/2016,Doha,hard
