,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,round,score,start_date,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners
1962,H2H 1-0,Kiantki Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-0 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Houston/2003,Houston,Paul Goldstein,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,H2H 4-3,Marat Safin,,,,,,,,,,,,,,,,,,,,,,,,,,,F,5-7 6-2 6-2 3-0 Retired,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Carlos Moya,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,H2H 6-6,Juan Carlos Ferrero,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Marat Safin,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,H2H 5-2,Agustin Calleri,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,7-6(2) 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Carlos Moya,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,H2H 3-2,Gustavo Kuerten,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Juan Carlos Ferrero,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,H2H 4-2,Gaston Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 4-6 7-5,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Marat Safin,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,H2H 4-4,Tommy Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-7(1) 6-4 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Agustin Calleri,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,H2H 5-2,Nikolay Davydenko,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Carlos Moya,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,H2H 4-0,Filippo Volandri,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Juan Carlos Ferrero,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,H2H 2-1,Younes El Aynaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,WO,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Gustavo Kuerten,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,H2H 6-2,Jarkko Nieminen,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Marat Safin,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,H2H 6-1,David Sanchez-Munoz,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-5 4-6 6-1,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Gaston Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,H2H 2-1,Alex Corretja,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(4) 6-7(1) 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Tommy Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,H2H 2-1,Albert Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Agustin Calleri,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,H2H 3-2,Jose Acasuso,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Nikolay Davydenko,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,H2H 6-1,Dominik Hrbaty,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 6-7(5) 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Carlos Moya,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,H2H 5-0,Franco Squillari,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Juan Carlos Ferrero,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,H2H 5-0,Galo Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,4-6 6-3 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Filippo Volandri,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,H2H 8-1,Albert Portas,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Younes El Aynaoui,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,H2H 4-3,Felix Mantilla,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-6(1) 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Gustavo Kuerten,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,H2H 1-1,Salvador Navarro-Gutierrez,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-5 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Marat Safin,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,H2H 2-2,Xavier Malisse,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 4-6 6-0,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Jarkko Nieminen,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,H2H 3-2,Arnaud Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Gaston Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,H2H 2-2,Paradorn Srichaphan,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-0 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,David Sanchez-Munoz,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,H2H 2-0,Rafael Nadal,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,3-6 6-2 6-1,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Alex Corretja,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,H2H 6-0,Feliciano Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 7-5,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Tommy Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,H2H 10-4,Juan Ignacio Chela,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-6(5) 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Agustin Calleri,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,H2H 5-0,Mariano Zabaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 7-5,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Albert Costa,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,H2H 5-7,David Nalbandian,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 7-6(4),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Nikolay Davydenko,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,H2H 5-1,Paul-Henri Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-2 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Jose Acasuso,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,H2H 3-2,Guillermo Coria,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,4-3 Retired,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Dominik Hrbaty,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,H2H 4-2,Adrian Voinea,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-6(3) 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Carlos Moya,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,H2H 1-0,Vladimir Voltchkov,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 4-6 7-5,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Franco Squillari,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,H2H 2-1,Marc Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Filippo Volandri,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,H2H 1-0,Max Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 7-6(4),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Galo Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,H2H 5-1,Nicolas Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 2-6 7-6(5),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Younes El Aynaoui,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,H2H 2-2,David Ferrer,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Albert Portas,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,H2H 3-3,Mariano Puerta,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(8) 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Felix Mantilla,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,H2H 1-0,Karol Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-7(2) 7-6(4),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Salvador Navarro-Gutierrez,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,H2H 3-7,Olivier Rochus,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-5 7-5,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Jarkko Nieminen,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,H2H 2-0,Hicham Arazi,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-5 Retired,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Xavier Malisse,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,H2H 3-0,Fernando Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,4-6 6-2 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Gaston Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,H2H 1-1,Antony Dupuis,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,4-6 7-6(7) 7-6(3),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Arnaud Clement,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,H2H 2-0,Cyril Saulnier,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,3-6 5-0 Retired,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,David Sanchez-Munoz,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,H2H 2-0,Juan-Antonio Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-0 Retired,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Rafael Nadal,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,H2H 1-0,Gaston Etlis,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Feliciano Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,H2H 5-1,Fabrice Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Tommy Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,H2H 1-0,Magnus Norman,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 7-5,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Agustin Calleri,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,H2H 6-2,Alberto Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-5 5-7 6-0,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Juan Ignacio Chela,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,H2H 3-2,Raemon Sluiter,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 6-0,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Mariano Zabaleta,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,H2H 1-1,Albert Montanes,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Nikolay Davydenko,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,H2H 1-0,Werner Eschauer,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,0-6 6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Paul-Henri Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,H2H 2-11,Fernando Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 3-6 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Jose Acasuso,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,H2H 2-0,Fernando Verdasco,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Guillermo Coria,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,H2H 1-0,Didac Perez-Minarro,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 6-0,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Dominik Hrbaty,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,H2H 1-1,Martin Verkerk,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(4) 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Adrian Voinea,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,C Haggard / R Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,,F,6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,A Kratzmann / J Tarango,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-4 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,C Haggard / R Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,G Etlis / M Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-4 6-7(5) 7-6(3),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,N Lapentti / F Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 1-1 Retired,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,A Kratzmann / J Tarango,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,M Damm / C Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,7-6(5) 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,C Haggard / R Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,T Cibulec / P Vizner,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,G Etlis / M Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,J Eagle / J Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,J Nieminen / V Voltchkov,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 4-1 Retired,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,A Kratzmann / J Tarango,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,F Cermak / L Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-7(8) 6-3 7-6(7),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,N Lapentti / F Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,J Chela / M Zabaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-7(5) 6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,M Damm / C Suk,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,P Pala / N Zimonjic,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 7-6(5),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,C Haggard / R Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,G Gaudio / D Nalbandian,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,WO,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,T Cibulec / P Vizner,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,D Johnson / K Ullyett,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 7-5,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,G Etlis / M Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,P Luxa / D Skoch,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,J Eagle / J Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,,D Adams / M Kohlmann,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,L Arnold Ker / M Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,A Kratzmann / J Tarango,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,A Portas / A Schneiter,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,3-6 6-3 7-6(2),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,N Lapentti / F Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,,F Mantilla / F Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,J Chela / M Zabaleta,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,,J Ferrero / T Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 1-6 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,P Pala / N Zimonjic,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,,G Kuerten / M Safin,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,G Gaudio / D Nalbandian,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,,A Calleri / Y El Aynaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,G Etlis / M Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,,D Hrbaty / P Srichaphan,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 5-7 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,P Luxa / D Skoch,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,,F Lopez / R Nadal,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,D Adams / M Kohlmann,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,H2H 3-0,Mario Radic,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,7-5 7-5,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Mariano Puerta,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,H2H 2-0,Ruben Ramirez Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,1-6 6-2 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Salvador Navarro-Gutierrez,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,H2H 2-0,Vadim Kutsenko,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-4 7-6(3),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Cyril Saulnier,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,H2H 2-1,Oscar Serrano-Gamez,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Werner Eschauer,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,H2H 2-1,Carlos Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-4 7-6(4),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Didac Perez-Minarro,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,H2H 2-0,Alex Calatrava,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-1 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Gaston Etlis,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,H2H 2-1,Juan-Manuel Balcells,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,7-6(5) 6-7(5) 6-2,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Filippo Volandri,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,H2H 1-0,Mariano Albert-Ferrando,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 1-6 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Mariano Puerta,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,H2H 2-0,Guillem Burniol-Teixido,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-1 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Mario Radic,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,H2H 1-0,Kristof Vliegen,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-1 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Salvador Navarro-Gutierrez,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,H2H 3-0,Juan Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 7-5,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Ruben Ramirez Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,H2H 2-0,Renzo Furlan,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 7-6(5),2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Cyril Saulnier,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,H2H 1-0,Timo Nieminen,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,1-6 6-3 6-1,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Vadim Kutsenko,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,H2H 3-0,Bartolome Salva-Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 6-0,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Werner Eschauer,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,H2H 3-1,Oliver Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,7-6(4) 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Oscar Serrano-Gamez,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,H2H 1-3,Stefano Galvani,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,5-7 7-5 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Didac Perez-Minarro,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,H2H 1-0,Markus Hipfl,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,1-6 6-4 6-3,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Carlos Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,H2H 2-0,Andrei Stoliarov,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,7-6(4) 6-4,2003-04-21,https://matchstat.com/tennis/tournaments/m/Barcelona/2003,Barcelona,Gaston Etlis,,,,,,,,,,,,,,,,,,,,,,,,,,
